id,snapshot_date,stock_id,stock_name,signal_type,industry_name,sub_industry,business_summary,reason,theme,group_info,leader_check,signals,snapshot_generated_at,job_id,created_at,baseline_trade_date,baseline_price,latest_eval_trade_date,latest_eval_price,return_pct,max_positive_return_pct,max_positive_return_trade_date,max_negative_return_pct,max_negative_return_trade_date
1375,2026-06-25,1301,台塑,LEADER,紡織,石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等),台塑為台塑企業核心公司之一，主要產品涵蓋PVC粉、VCM、液鹼、HDPE、LLDPE等塑膠與石化原料，並供應下游塑膠、纖維、化學品等產業鏈。官方資料也顯示其與台塑石化、中油等有原料供應關係。 ([fpc.com.tw](https://www.fpc.com.tw/fpcw/index.php?id=1&op=res&utm_source=openai)),"【題材】
• 台塑是石化原料龍頭，屬台塑集團與石化報價鏈核心。
• 這波不是純題材股，而是反映基礎原料與集團重估的主線。
• 石化族群若進入報價修復，通常具備多季延續的時間框架。
• 同集團股同步走強，代表題材已從單檔擴散到族群層級。
【資金】
• 被列為 LEADER，代表台塑不是跟隨者，而是族群主攻股。
• 5 日累積法人買超 58.95 億，資金持續集中在集團核心。
• 1 日法人買超 22.89 億，說明短線資金仍在加碼主線。
• 台塑集團股價同步性強，顯示資金不是只買單一公司。
【籌碼】
• 外資 1 日買超 22.90 億，3 日累計 31.41 億，主導買盤明確。
• 5 日外資買超達 113.61 億，代表資金對石化龍頭仍在押注。
• 投信 5 日累計賣超 55.56 億，但未阻止整體法人淨流入。
• 三大法人 3 日累計買超 31.62 億，買盤結構仍偏多。
【融券】
• 本檔目前未提供融資融券數字，無法直接確認槓桿籌碼狀態。
• 若高檔續強同時融資擴張，後續要提防短線追價過熱。
【技術】
• 1 日漲 6.42%，5 日漲 20.96%，屬明顯趨勢波段。
• 收盤 58 元，高於 5 日均線 53.23 與 10 日均線 49.715。
• 1 日量為 60 日均量 4.12 倍，顯示突破時有大量承接。
• 已接近 10 日高點 59.8，短線屬強勢但也進入高檔區。","{'main_theme': '石化原料 / 台塑四寶重估', 'theme_duration': '2Q_plus', 'theme_score': 2, 'theme_reason': '本業屬基礎石化原料，受產業景氣循環影響較大，但台塑集團屬長線資產型族群，若原料與報價環境改善，題材通常可延續多季。'}","{'is_group_stock': True, 'group_name': '台塑企業', 'related_group_stocks': ['1326', '1303', '6505'], 'group_price_sync': 'strong'}","{'industry_leader': '台塑', 'leader_price_trend': 'strong_up', 'leader_supports_theme': True}","{'capital_flow': 'strong', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'breakout'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036864,2026-06-22,52.55,2026-06-25,58.0,10.371075166508094,10.371075166508094,2026-06-25,-5.708848715509039,2026-06-23
1378,2026-06-25,1326,台化,FOLLOWER,紡織,織布,台化隸屬台塑企業，業務涵蓋石化、塑膠、纖維與相關化學品，官網與年報顯示其產品包括多種化學品、纖維原料與石化上游材料，屬台塑集團重要核心公司。 ([fpc.com.tw](https://www.fpc.com.tw/fpcwuploads/files/FPC%202016%20CSR-CH-2.pdf?utm_source=openai)),"【題材】
• 台化是台塑集團核心成員，屬石化與纖維原料鏈，題材明確且可跨季延續。
• 本波不是單一個股行情，而是台塑企業族群同步輪動的一環。
• 10 日漲幅已達 28.79%，代表市場已開始快速反映集團資金回流。
• 若台塑、南亞、台塑化持續聯動，台化有機會維持在主線中段位置。
【資金】
• 外資 3 日累計買超 9.24 億元，1 日買超 3.51 億元，資金持續流入。
• 法人 5 日合計買超 17.15 億元，顯示中期資金並未撤離。
• 1 日量為 60 日均量 2.19 倍，成交量放大幅度明顯高於一般輪動股。
• 5 日平均成交金額約 30.83 億元，屬集團主線中具代表性的交易量。
【籌碼】
• 外資 5 日買超 15.15 億元，主導買盤仍在同一方向。
• 投信 5 日買超 9,384 萬元，雖不算大，但至少沒有明顯反向。
• 自營商 5 日買超 1.05 億元，短線籌碼對行情仍有支撐。
• 法人總買超 5 日達 17.15 億元，族群內資金集中度不低。
【融券】
• 此檔未提供融資融券數字，無法直接確認散戶槓桿是否同步升溫。
• 10 日漲幅已大，若後續融資增加而股價不再擴張，需防短線過熱。
• 目前更像集團輪動中的強勢中段股，而非純籌碼鬆散的追價股。
【技術】
• 近 5 日上漲 10.80%，3 日上漲 5.87%，短線趨勢明確。
• 收盤 59.5 元，高於 5 日均線 56.14 元與 10 日均線 53.315 元。
• 1 日高點 62.3 元逼近 10 日高點，代表短線仍在高檔整理強勢區。
• 1 日量為 60 日均量 2.19 倍，屬明顯放量突破型態。","{'main_theme': '台塑四寶 / 石化與纖維原料', 'theme_duration': '2Q_plus', 'theme_score': 2, 'theme_reason': '台化屬台塑集團核心成員，與台塑、南亞、台塑化常有集團同步輪動；其本業為石化與纖維原料，若集團資金回流，題材可跨季延續。'}","{'is_group_stock': True, 'group_name': '台塑企業', 'related_group_stocks': ['1301', '1303', '6505'], 'group_price_sync': 'strong'}","{'industry_leader': '台塑', 'leader_price_trend': 'strong_up', 'leader_supports_theme': True}","{'capital_flow': 'moderate', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'distribution'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036865,2026-06-18,54.400000000000006,2026-06-25,59.5,9.37499999999999,9.37499999999999,2026-06-25,-2.3897058823529487,2026-06-23
1391,2026-06-25,1342,八貫,LAGGARD,其他,其他,八貫主要從事高端醫療、救生、航太等機能性布料及成品組件的設計、生產與銷售，屬機能材料與防護/航太應用供應鏈。,"【題材】
• 主軸是機能材料、醫療救生與航太應用，屬中長線題材。
• 公司業務與海外客戶需求提升相連，題材不是單日事件。
• 題材可延續 1–2 季以上，符合補漲候選特徵。
• 相較龍頭儒鴻，八貫屬同題材鏈下游的 LAGGARD。
【資金】
• 近 5 日法人買超 8232 萬元，顯示中期資金仍在布局。
• 近 3 日法人續買 3714 萬元，承接未中斷。
• 雖 3 日跌 3.42%，但 10 日仍漲 4.63%，回檔屬整理型。
• 作為 LAGGARD，重點在主線資金是否由龍頭擴散到補漲段。
【籌碼】
• 外資 5 日買超 8247 萬元，3 日也買超 3701 萬元。
• 投信與 3 大法人整體未見明顯出貨壓力。
• 近 2 日連續買超，說明回檔時仍有承接。
• 相對龍頭，籌碼不強勢但也沒有鬆動跡象。
【融券】
• 目前未提供融資融券資料，無法直接看出融資回補或空單變化。
• 若後續股價止跌而融資未同步急增，較有利補漲結構。
• 若融資在弱勢反彈時先衝高，則要小心追價風險。
【技術】
• 5 日線 115.6、10 日線 115.1，現價 113 元略低於均線。
• 近 3 日跌 3.42%，但 10 日仍高於低點 104.5。
• 量能 5 日約為 60 日均量 1.12 倍，屬溫和放量。
• 目前較像 early turn 的整理末端，而非空頭破壞。","{'main_theme': '機能材料／醫療救生／航太應用', 'theme_duration': '2Q_plus', 'theme_score': 3, 'theme_reason': '公司業務直接對應醫療、救生與航太機能材料，且公告/市場訊息顯示海外客戶因地緣政治與風險控管提高訂單需求，題材不只短線而是有可能延續到 1–2 季以上。DB 顯示法人持續買超，但價格近 3–5 日偏弱，符合 laggard 補漲候選特徵。'}","{'is_group_stock': False, 'group_name': None, 'related_group_stocks': [], 'group_price_sync': 'none'}","{'industry_leader': '儒鴻', 'leader_price_trend': 'up', 'leader_supports_theme': True}","{'capital_flow': 'moderate', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'early_turn'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036869,2026-06-08,106.75,2026-06-25,113.0,5.85480093676815,10.070257611241217,2026-06-12,,
1387,2026-06-25,1434,福懋,LEADER,紡織,織布,（LLM 不可用，缺研究資料）,"【題材】
• 紡織族群近 5 日仍有資金卡位，屬盤面中具輪動性的防守/補漲題材。
• 股價 1 日漲 2.65%、10 日漲 5.78%，走勢已脫離低檔整理。
• 收盤 17.4 元創 10 日新高，代表主線內仍有延續性。
• 5 日量比 1.88 倍，顯示資金明確進入而非僅單日反彈。
【資金】
• 外資 3 日累計買超 1.07 億元，且已連 3 日買超。
• 1 日外資買超 3,401 萬元，資金沒有在高檔立刻撤離。
• 3 日總法人買超 1.07 億元，代表主力法人方向一致。
• 自 6/4 起已被追蹤 2 次，屬被持續驗證的強勢股。
【籌碼】
• 外資連 3 買，對股價推升具主導性。
• 投信雖 3 日中性，但法人總和仍穩定偏多。
• 3 日總法人買超 1.07 億元，籌碼結構維持吸納。
• 5 日內沒有明顯法人倒貨訊號，暫屬健康上攻。
【融券】
• 本檔未提供融資融券數字，無法直接量化融資追價與空單壓力。
• 因 1 日量比 2.64 倍，需留意後續是否出現融資跟進。
• 若量增但漲幅縮小，才會轉向觀察短線過熱。
【技術】
• 1 日漲 2.65%，收 17.4 元，直接站上 5 日線 16.96 元。
• 10 日高 17.6 元已被逼近，短線屬高檔強勢。
• 1 日量為 60 日均量 2.64 倍，突破動能明確。
• 5 日與 10 日均線同向上揚，趨勢結構維持偏多。","{'main_theme': '', 'theme_duration': 'short', 'theme_score': 0, 'theme_reason': 'LLM 不可用'}","{'is_group_stock': False, 'group_name': None, 'related_group_stocks': [], 'group_price_sync': 'none'}","{'industry_leader': '', 'leader_price_trend': 'flat', 'leader_supports_theme': False}","{'capital_flow': 'strong', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'breakout'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036868,2026-06-05,16.75,2026-06-25,17.4,3.880597014925365,3.880597014925365,2026-06-25,-3.5820895522388145,2026-06-08
1383,2026-06-25,1476,儒鴻,LAGGARD,紡織,織布,儒鴻以彈性針織布與成衣製造為主，提供品牌客戶從布料到成衣的一條龍供應服務，屬全球機能布/成衣供應鏈的重要廠商。,"【題材】
• 紡織成衣屬機能布與品牌補庫存主線，題材可延續 2 季以上。
• 公司主力是彈性針織布與成衣，一條龍供應鏈地位明確。
• leader 為聚陽，儒鴻屬同族群補漲段，題材連動性高。
【資金】
• 本檔是 LAGGARD，資金面仍在往族群擴散。
• 1 日法人淨流入 1.91 億元，3 日合計 3.45 億元，買盤連續性不差。
• 投信 3 日買超 2.81 億元，且總法人 5 日仍淨買 3.66 億元。
【籌碼】
• 近 3 日股價由 -0.77% 轉正 1.26%，顯示資金開始接手。
• 1 日量為 60 日均量 1.06 倍，5 日量為 60 日均量 1.33 倍，量能溫和放大。
• industry_rank_net_3d 為第 5，顯示族群內資金流入位置不差。
【融券】
• 目前 evidence 未提供融資融券數字，無法做 deterministic 判讀。
• 若後續在盤整區融資持續增加，但股價不再站上 10 日線，需防短線過熱。
【技術】
• 5 日均價 319.4 元已略高於 10 日均價 329.6 元下方，仍在轉折初期。
• 昨日收 321 元，站回 5 日均價附近，屬早期翻揚。
• 10 日仍下跌 6.69%，代表仍在前波回檔修復階段，具補漲空間但未完全確認。","{'main_theme': '機能布與成衣供應鏈、品牌客戶補庫存', 'theme_duration': '2Q_plus', 'theme_score': 3, 'theme_reason': '官方與法說資訊顯示儒鴻主力為彈性針織布與成衣代工，且目前訂單能見度約 6 個月、全年展望審慎樂觀，代表需求不是一次性題材。與聚陽同屬紡織成衣主線，且資金已同步流入族群，具 2 季以上延續性的基本面支撐。'}","{'is_group_stock': False, 'group_name': None, 'related_group_stocks': [], 'group_price_sync': 'moderate'}","{'industry_leader': '聚陽', 'leader_price_trend': 'up', 'leader_supports_theme': True}","{'capital_flow': 'strong', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'early_turn'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036867,,,,,,,,,
1379,2026-06-25,1477,聚陽,LEADER,紡織,成衣及其它家居紡織類品,聚陽以成衣製造為核心，主要提供國際品牌與零售通路的 ODM/OEM 服務，涵蓋運動、戶外、休閒與家居等服飾品項，屬全球成衣供應鏈的重要代工/整合服務商。,"【題材】
• 聚陽是成衣 ODM/OEM 核心供應商，屬品牌服飾供應鏈的重要一段。
• 題材與海外產能配置、品牌移轉訂單相關，通常可延續 1–2 季以上。
• 目前主線不是單純防禦股，而是資金回流到成衣代工龍頭。
• 近 3 日股價上漲 3.51%，代表市場開始把資金移入族群內較穩定的龍頭。
【資金】
• 外資 3 日累計買超 18.98 億元，資金方向非常明確。
• 3 日法人合計買超 9.40 億元，顯示主線資金仍在持續加碼。
• 5 日成交量為 60 日均量 2.11 倍，量能放大支持趨勢續行。
• 5 日平均成交金額約 12.14 億元，足以代表市場對成衣主線的關注度。
【籌碼】
• 外資 5 日買超 26.05 億元，是這檔最核心的買盤來源。
• 投信 5 日賣超 18.56 億元，法人間有分歧，但價格仍能走高。
• 自營商 3 日買超 3,886 萬元，短線交易端並未站到空方。
• 法人 3 日總買超 9.40 億元，代表主導權仍偏向外資。
【融券】
• 此檔未提供融資融券數字，無法直接判讀槓桿族群是否進場。
• 股價尚未明顯脫離中期整理區，若後續融資不大增，較有利健康推進。
• 因投信偏賣、外資偏買，後續可用融資變化確認追價結構是否擴散。
【技術】
• 收盤 221 元，高於 5 日均線 217.6 元，仍在短多架構內。
• 3 日漲 3.51%，5 日漲幅也維持正值，趨勢雖不猛但穩定。
• 10 日漲幅 -0.45%，顯示剛從整理帶脫離，仍屬補強初段。
• 1 日量為 60 日均量 2.58 倍，屬主線龍頭股常見的放量確認。","{'main_theme': '品牌服飾供應鏈、關稅/移轉訂單下的成衣代工受惠、海外產能配置', 'theme_duration': '2Q_plus', 'theme_score': 3, 'theme_reason': '官方資料顯示聚陽是全球成衣產業價值鏈中的關鍵合作夥伴，且近期香港/美國品牌供應鏈調整與海外生產配置仍在進行；以成衣接單節奏來看，題材通常可延續至少 1–2 季。近 3 日法人買超與成交量放大，符合主線資金進駐的研究背景。'}","{'is_group_stock': False, 'group_name': None, 'related_group_stocks': [], 'group_price_sync': 'none'}","{'industry_leader': '聚陽', 'leader_price_trend': 'up', 'leader_supports_theme': True}","{'capital_flow': 'strong', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'steady_uptrend'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036865,2026-06-25,220.5,2026-06-25,220.5,0.0,,,,
1380,2026-06-25,1513,中興電,LEADER,智慧電網,高壓AMI,中興電工以電力設備起家，主力涵蓋綠能/輸配電力設備暨工程、節能空調及發電設備暨工程，並延伸至氫能發電與產氫系統等新業務。,"【題材】
• 中興電屬電力設備與電網升級主線，題材對應輸配電、工程與氫能布局。
• 這類案量與設備訂單通常跨季，延續性可看 1–2 季以上。
• 本檔是電網族群的 leader，市場對電力基建題材仍在追價。
• 近 10 日上漲 12.46%，顯示主線仍在有效擴散。
【資金】
• 投信 3 日買超 22.76 億元，是最直接的主力資金來源。
• 3 日法人合計買超 6.99 億元，顯示中期籌碼持續進入。
• 5 日成交量為 60 日均量 1.58 倍，量能溫和放大，並非一次性爆量。
• 5 日平均成交金額約 31.88 億元，代表高資金關注度維持在主線上。
【籌碼】
• 外資 3 日累計賣超 14.33 億元，與投信買盤形成明顯分歧。
• 投信 5 日買超 36.84 億元，顯示中長線資金仍站在多方。
• 自營商 5 日賣超 9,656 萬元，短線交易端偏保守。
• 法人總買超 5 日達 11.48 億元，仍足以支持趨勢延續。
【融券】
• 此檔未提供融資融券數字，無法直接檢查多空槓桿變化。
• 在法人分歧下，若後續融資升溫但股價橫盤，容易形成短線壓力。
• 目前走勢仍在均線上方，尚未出現籌碼快速翻空的明顯跡象。
【技術】
• 5 日漲 7.56%、10 日漲 12.46%，短中期趨勢都偏強。
• 收盤 185 元，仍守在 5 日均線 181.9 元與 10 日均線 175.1 元之上。
• 10 日高點 185.5 元，股價貼近區間上緣，代表攻勢尚未結束。
• 1 日量為 60 日均量 1.23 倍，放量不極端，偏健康推進。","{'main_theme': '電網升級、電力設備汰舊換新、氫能/儲能與資料中心電力需求', 'theme_duration': '2Q_plus', 'theme_score': 3, 'theme_reason': '公司官方與公開資料顯示其核心在輸配電力設備、綠能工程與氫能布局；目前市場仍在交易電力基建、半導體建廠供電、AIDC 機房與氫能題材。這類案量與接單通常跨季，具 1–2 季以上延續性。籌碼面上近 3 日投信明顯買超，與主線資金偏向一致。'}","{'is_group_stock': False, 'group_name': None, 'related_group_stocks': [], 'group_price_sync': 'none'}","{'industry_leader': '中興電', 'leader_price_trend': 'strong_up', 'leader_supports_theme': True}","{'capital_flow': 'moderate', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'steady_uptrend'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036866,2026-05-26,165.5,2026-06-25,185.0,11.782477341389729,12.990936555891238,2026-06-04,-0.906344410876133,2026-06-11
1388,2026-06-25,1718,中纖,LEADER,其他,其他,（LLM 不可用，缺研究資料）,"【題材】
• 化工/塑化鏈條中的短線資金急拉股，屬主線擴散後的高彈性標的。
• 單日大漲 9.97%，10 日累計漲 14.04%，題材熱度明顯升溫。
• 1 日量為 60 日均量 4.13 倍，顯示資金集中度極高。
• 若同族群後續同步補漲，這檔可視為主線內的衝刺段。
【資金】
• 1 日法人買超 8,229 萬元，為當日最直接的資金推手。
• 外資 1 日買超 7,973 萬元，主導力道相當明確。
• 3 日總法人仍買超 6,887 萬元，資金連續性不差。
• 自 6/25 起首度進池，屬剛被市場點火的新候選。
【籌碼】
• 外資 1 日大買 7,973 萬元，與股價急拉同步。
• 3 日外資仍累積買超 6,869 萬元，籌碼偏向集中。
• 總法人 1 日買超 8,229 萬元，顯示不是散戶單推。
• 但 1 日漲幅接近 10%，籌碼容易快速擁擠，需留意延續性。
【融券】
• 本檔未提供融資融券數字，無法直接評估融資追價或融券回補。
• 在量比 4.13 倍的情況下，若後續融資同步放大，要小心短線過熱。
• 目前只能先用法人大買與突破型態作為主要判讀依據。
【技術】
• 1 日大漲 9.97%，收 10.15 元，直接創 10 日新高。
• 10 日漲 14.04%，已進入明顯強勢區。
• 價位明顯站上 5 日線 9.65 元與 10 日線 9.48 元。
• 量能 1 日為 60 日均量 4.13 倍，屬典型資金點火型態。","{'main_theme': '', 'theme_duration': 'short', 'theme_score': 0, 'theme_reason': 'LLM 不可用'}","{'is_group_stock': False, 'group_name': None, 'related_group_stocks': [], 'group_price_sync': 'none'}","{'industry_leader': '', 'leader_price_trend': 'flat', 'leader_supports_theme': False}","{'capital_flow': 'strong', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'breakout'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036868,,,,,,,,,
1373,2026-06-25,2449,京元電子,LEADER,半導體,IC封裝測試,京元電子集團主要從事半導體產品後段製造的測試業務，官方英文頁面明載其主要業務為 testing of semiconductor products，定位為專業測試廠；外部資料也一致指出其為封裝測試與後段測試服務商，與AI/HPC、高階封裝測試需求高度相關。 ([kyec.com.tw](https://www.kyec.com.tw/en?utm_source=openai)),"【題材】
• 京元電子屬半導體後段測試服務，直接吃 AI / HPC 與先進封裝擴產需求。
• 公司定位是 testing of semiconductor products，題材不是單次事件，而是供應鏈長線環節。
• 本次資金主軸聚焦半導體測試，與 2Q 以上延續性題材相符。
• 同族群若後段封測需求持續擴散，京元電子仍是主線核心代表。
【資金】
• 被列為 LEADER，代表它不只是跟漲，而是資金主線的定錨股。
• 3 日累計法人買超達 102.86 億，顯示主力資金仍在同一方向集中。
• 5 日累積買超 214.01 億，資金並未因短線震盪而明顯撤離。
• 10 日漲幅仍有 22.98%，顯示這波不是弱反彈，而是趨勢性資金推升。
【籌碼】
• 外資 1 日買超 26.06 億，3 日累計 142.81 億，買盤強度非常明確。
• 投信 3 日累計仍偏賣，但未改變整體法人淨買超格局。
• 三大法人 5 日合計買超 214.01 億，屬多方一致推升結構。
• 連 2 日法人買超，代表短線資金並未出現斷流。
【融券】
• 本檔目前未提供融資融券數字，無法直接確認散戶追價與空單變化。
• 既然已是 LEADER，後續要看高檔整理時是否出現融資同步放大。
【技術】
• 5 日漲幅 19.25%，10 日漲幅 22.98%，趨勢仍明顯偏強。
• 收盤 334.5 高於 5 日均線 329 與 10 日均線 303.85，短中期結構仍多方。
• 1 日量僅為 5 日均量 0.59 倍，表示當日並非全面爆量追高。
• 距 10 日高點 353.5 仍有空間，但短線已進入高檔整理區。","{'main_theme': 'AI / HPC / 先進封裝後段測試', 'theme_duration': '2Q_plus', 'theme_score': 3, 'theme_reason': '公司本業就是半導體測試服務，且近期市場關注焦點落在AI、高頻高速與先進封裝後段測試需求；這類需求通常可延續多季，不是單月題材。'}","{'is_group_stock': False, 'group_name': None, 'related_group_stocks': [], 'group_price_sync': 'none'}","{'industry_leader': '京元電子', 'leader_price_trend': 'strong_up', 'leader_supports_theme': True}","{'capital_flow': 'strong', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'distribution'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036860,,,,,,,,,
1374,2026-06-25,2610,華航,LEADER,交通運輸及航運,海陸空大眾運輸,華航為台灣主要國籍航空公司，經營定期與不定期航空運輸、客運與貨運網路，並持續擴張全球航點與貨運服務。官方公司簡介與最新頁面顯示其業務核心仍是航空客貨運。 ([china-airlines.com](https://www.china-airlines.com/us/en/about-china-airlines/about-us/organization.html?utm_source=openai)),"【題材】
• 華航屬航空運輸主線，反映客運與貨運同步改善的需求。
• 航空題材通常可延續到下一季以上，不是只有單日新聞刺激。
• 同族群若運輸與觀光資金續流，華航作為龍頭更容易吸引集中火力。
• 本次走勢屬運輸族群突破，對應的是景氣循環與航線利用率改善。
【資金】
• 華航是 LEADER，且群內價格同步性強，代表資金在族群內有明確主攻點。
• 近 5 日股價漲 10.76%，近 10 日漲 23.79%，資金推升節奏完整。
• 5 日平均成交額達 23.79 億，量能規模足以支撐主線交易。
• 連 3 日累積法人買超，顯示市場資金不是單日點火而已。
【籌碼】
• 外資 3 日累計買超 34.43 億，為主要推升力量。
• 三大法人 1 日合計買超 13.42 億，顯示多方資金仍接力。
• 投信與自營商同步偏買，法人結構並非單一買盤撐盤。
• 連續 3 日買超，代表族群題材已進入資金確認階段。
【融券】
• 本檔目前未提供融資融券數字，無法直接確認是否有散戶追價。
• 航空股若在突破後融資同步放大，通常代表市場參與度進一步升高。
【技術】
• 1 日漲 4.09%，3 日漲 11.01%，短線突破力道明確。
• 收盤 24.2，站在 5 日均線 22.71 與 10 日均線 21.785 之上。
• 1 日量為 60 日均量 2.94 倍，屬明顯放量突破。
• 10 日高點 24.75 已被接近，短線屬高檔續強型態。","{'main_theme': '航空運輸 / 客貨運復甦', 'theme_duration': '1Q', 'theme_score': 2, 'theme_reason': '航空本業受客運、貨運、燃油與運能利用率影響，題材可延續但較偏景氣與票貨需求循環；目前市場資金明確流入，屬可延續到下一季的運輸族群熱點。'}","{'is_group_stock': True, 'group_name': None, 'related_group_stocks': ['2618'], 'group_price_sync': 'strong'}","{'industry_leader': '華航', 'leader_price_trend': 'strong_up', 'leader_supports_theme': True}","{'capital_flow': 'strong', 'chip_trend': 'accumulating', 'margin_short_signal': 'neutral', 'technical_status': 'breakout'}",2026-06-25 13:45:27.985807,0eb64ec1-f0f1-40ea-b9e5-5a784b53cc7d,2026-06-25 13:45:51.036864,2026-06-01,19.375,2026-06-25,24.2,24.90322580645161,24.90322580645161,2026-06-25,-1.6774193548387062,2026-06-08
